#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
RMDv1_0000002917	533240.CRC_03048	6.99e-26	124.0	COG2834@1|root,COG2931@1|root,COG3210@1|root,COG2834@2|Bacteria,COG2931@2|Bacteria,COG3210@2|Bacteria	2|Bacteria	U	domain, Protein	-	-	3.2.1.78	ko:K01218	ko00051,ko02024,map00051,map02024	-	R01332	RC00467	ko00000,ko00001,ko01000	-	GH26	-	Cadherin,Calx-beta
RMDv1_0000002918	298655.KI912266_gene1662	4.05e-18	100.0	COG3386@1|root,COG3591@1|root,COG3386@2|Bacteria,COG3591@2|Bacteria	2|Bacteria	E	Belongs to the peptidase S1B family	-	-	-	ko:K14274	ko00040,map00040	-	R02427	RC00713	ko00000,ko00001,ko01000	-	-	-	Autotransporter,CHU_C,CW_binding_2,NHL,SGL,Trypsin,Trypsin_2
RMDv1_0000002919	331113.SNE_A20170	1.05e-292	964.0	COG1061@1|root,COG1061@2|Bacteria	2|Bacteria	L	Type III restriction enzyme res subunit	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002920	649638.Trad_0512	9.78e-21	108.0	COG2340@1|root,COG3087@1|root,COG3266@1|root,COG3291@1|root,COG2340@2|Bacteria,COG3087@2|Bacteria,COG3266@2|Bacteria,COG3291@2|Bacteria,1WMWS@1297|Deinococcus-Thermus	2|Bacteria	D	Allergen V5 Tpx-1 family protein	-	-	5.4.99.21	ko:K06182,ko:K08372,ko:K12065,ko:K12685,ko:K16785,ko:K16786,ko:K16787	ko02010,ko02020,map02010,map02020	M00582	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko02000,ko02044,ko03009	1.B.12.5.1,1.B.12.5.3,3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35,3.A.7.11.1	-	-	CHU_C,Gram_pos_anchor,NYN,PKD
RMDv1_0000002921	195250.CM001776_gene3943	0.0	1392.0	COG0318@1|root,COG3321@1|root,COG0318@2|Bacteria,COG3321@2|Bacteria,1FZXE@1117|Cyanobacteria,1H02I@1129|Synechococcus	1117|Cyanobacteria	Q	Q COG3321 Polyketide synthase modules and related proteins	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N,ADH_zinc_N_2,AMP-binding,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002922	1168059.KB899087_gene426	2.13e-21	112.0	COG2730@1|root,COG3291@1|root,COG3325@1|root,COG3469@1|root,COG3979@1|root,COG2730@2|Bacteria,COG3291@2|Bacteria,COG3325@2|Bacteria,COG3469@2|Bacteria,COG3979@2|Bacteria,1QUSE@1224|Proteobacteria	1224|Proteobacteria	G	PFAM FecR protein	-	-	3.2.1.4	ko:K01179,ko:K03933	ko00500,ko01100,map00500,map01100	-	R06200,R11307,R11308	-	ko00000,ko00001,ko01000	-	AA10,CBM73,GH5,GH9	-	CBM_2,Calx-beta,Cellulase,PKD
RMDv1_0000002923	1370125.AUWT01000017_gene2448	7.35e-57	229.0	COG2730@1|root,COG3469@1|root,COG2730@2|Bacteria,COG3469@2|Bacteria,2GJTU@201174|Actinobacteria,2384A@1762|Mycobacteriaceae	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 18 family	chiA2	-	3.2.1.14,3.2.1.4	ko:K01179,ko:K01183	ko00500,ko00520,ko01100,map00500,map00520,map01100	-	R01206,R02334,R06200,R11307,R11308	RC00467	ko00000,ko00001,ko01000	-	GH18,GH5,GH9	-	CBM_2,CBM_4_9,Glyco_hydro_18,Ricin_B_lectin,fn3
RMDv1_0000002924	1237149.C900_01254	6.32e-202	698.0	COG1404@1|root,COG3391@1|root,COG1404@2|Bacteria,COG3391@2|Bacteria,4NF1M@976|Bacteroidetes	976|Bacteroidetes	O	Belongs to the peptidase S8 family	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S8,Peptidase_S8_N
RMDv1_0000002925	1396141.BATP01000056_gene3201	6.21e-51	209.0	COG1404@1|root,COG3210@1|root,COG4412@1|root,COG5492@1|root,COG1404@2|Bacteria,COG3210@2|Bacteria,COG4412@2|Bacteria,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Peptidase_S8,fn3
RMDv1_0000002926	533240.CRC_01910	6.13e-77	296.0	COG0834@1|root,COG2911@1|root,COG2931@1|root,COG3209@1|root,COG3210@1|root,COG3420@1|root,COG4932@1|root,COG5276@1|root,COG0834@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3209@2|Bacteria,COG3210@2|Bacteria,COG3420@2|Bacteria,COG4932@2|Bacteria,COG5276@2|Bacteria,1GQ0G@1117|Cyanobacteria,1HN8U@1161|Nostocales	1117|Cyanobacteria	MU	Dystroglycan-type cadherin-like domains.	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,He_PIG,RHS_repeat
RMDv1_0000002927	240292.Ava_C0009	0.0	1444.0	COG0318@1|root,COG1020@1|root,COG0318@2|Bacteria,COG1020@2|Bacteria,1G1WS@1117|Cyanobacteria,1HMY3@1161|Nostocales	1117|Cyanobacteria	IQ	TIGRFAM amino acid adenylation domain	mcyC	-	-	ko:K16132	ko01054,map01054	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000002928	1007103.AFHW01000006_gene4244	0.0	1960.0	COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,26Q93@186822|Paenibacillaceae	91061|Bacilli	Q	Non-ribosomal peptide synthetase modules and related proteins	pmxE	-	-	ko:K15667	ko01054,map01054	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000002929	391735.Veis_4997	3.97e-58	234.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002930	391735.Veis_4997	2.6e-78	300.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002931	485918.Cpin_4113	1.98e-47	198.0	COG2911@1|root,COG2911@2|Bacteria,4NHHA@976|Bacteroidetes,1IVM6@117747|Sphingobacteriia	976|Bacteroidetes	M	Domain of unknown function	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_4,CHU_C,Calx-beta,He_PIG,NHL,TIG
RMDv1_0000002932	643867.Ftrac_0248	1.99e-267	899.0	COG1470@1|root,COG3209@1|root,COG1470@2|Bacteria,COG3209@2|Bacteria,4NE5D@976|Bacteroidetes,47MBZ@768503|Cytophagia	976|Bacteroidetes	M	TIGRFAM RHS repeat-associated core domain	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,TSP_3
RMDv1_0000002933	1168289.AJKI01000006_gene243	0.0	2632.0	COG1404@1|root,COG2353@1|root,COG3209@1|root,COG3210@1|root,COG5492@1|root,COG1404@2|Bacteria,COG2353@2|Bacteria,COG3209@2|Bacteria,COG3210@2|Bacteria,COG5492@2|Bacteria,4PNR0@976|Bacteroidetes,2FNS2@200643|Bacteroidia,3XJMD@558415|Marinilabiliaceae	976|Bacteroidetes	NU	COG3209 Rhs family protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1735,Laminin_G_3
RMDv1_0000002934	391735.Veis_4997	1.78e-72	281.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002935	391735.Veis_4997	5.85e-64	253.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002936	1246995.AFR_22960	2.42e-55	224.0	COG4733@1|root,COG4733@2|Bacteria,2H7QD@201174|Actinobacteria,4DJZF@85008|Micromonosporales	201174|Actinobacteria	NU	Fibronectin type III domain	-	-	2.7.11.1	ko:K12567	ko05410,ko05414,map05410,map05414	-	-	-	ko00000,ko00001,ko01000,ko01001,ko04131,ko04147,ko04812	-	-	-	fn3
RMDv1_0000002937	313606.M23134_08281	0.0	3803.0	COG2374@1|root,COG2911@1|root,COG2931@1|root,COG3291@1|root,COG3391@1|root,COG3897@1|root,COG2374@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG3291@2|Bacteria,COG3391@2|Bacteria,COG3897@2|Bacteria,4PMEU@976|Bacteroidetes,47RH2@768503|Cytophagia	976|Bacteroidetes	G	Concanavalin A-like lectin/glucanases superfamily	-	-	-	-	-	-	-	-	-	-	-	-	BNR_assoc_N,Laminin_G_3
RMDv1_0000002938	697282.Mettu_3712	0.0	1353.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002939	391735.Veis_4997	8.92e-65	256.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002940	228410.NE0161	2.45e-40	175.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG2931@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2VNQS@28216|Betaproteobacteria	28216|Betaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,Big_3_3,HemolysinCabind
RMDv1_0000002941	1144275.COCOR_02593	0.0	1970.0	COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,42NH4@68525|delta/epsilon subdivisions,2WN7A@28221|Deltaproteobacteria,2YTZA@29|Myxococcales	28221|Deltaproteobacteria	Q	non-ribosomal peptide synthetase	-	-	-	ko:K16416	ko01052,map01052	-	-	-	ko00000,ko00001,ko01008	-	-	-	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase
RMDv1_0000002942	929556.Solca_2367	3.17e-140	497.0	COG2373@1|root,COG2373@2|Bacteria	2|Bacteria	U	Large extracellular alpha-helical protein	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11,HYR,HemolysinCabind,IgGFc_binding
RMDv1_0000002943	391735.Veis_4997	2.31e-79	304.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002944	391735.Veis_4997	6.02e-80	306.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002945	583345.Mmol_0249	1.26e-11	79.3	2DNAT@1|root,32WH7@2|Bacteria,1N2AT@1224|Proteobacteria,2VV51@28216|Betaproteobacteria,2KMZ2@206350|Nitrosomonadales	206350|Nitrosomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002946	118173.KB235914_gene1505	4.48e-96	358.0	COG2351@1|root,COG3409@1|root,COG2351@2|Bacteria,COG3409@2|Bacteria,1G4CU@1117|Cyanobacteria,1H7ZW@1150|Oscillatoriales	1117|Cyanobacteria	M	Salmonella virulence plasmid 28.1kDa A protein	-	-	-	-	-	-	-	-	-	-	-	-	Laminin_G_3,VRP1
RMDv1_0000002947	485918.Cpin_5094	2.7e-68	267.0	COG1472@1|root,COG3391@1|root,COG4932@1|root,COG1472@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,4PN87@976|Bacteroidetes	976|Bacteroidetes	M	Calx-beta domain	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000002948	675814.VIC_005078	2.17e-120	439.0	COG3210@1|root,COG3210@2|Bacteria,1MX2K@1224|Proteobacteria,1RNRK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	Large exoproteins involved in heme utilization or adhesion	-	-	-	ko:K15125	ko05133,map05133	-	-	-	ko00000,ko00001,ko00536	-	-	-	DUF637,Fil_haemagg_2,Haemagg_act
RMDv1_0000002949	1056512.D515_03709	0.0	5401.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,1SKNR@1236|Gammaproteobacteria,1XSUJ@135623|Vibrionales	135623|Vibrionales	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind
RMDv1_0000002950	426117.M446_0172	0.0	1276.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002951	756272.Plabr_2442	4.95e-14	85.5	COG1250@1|root,COG1250@2|Bacteria,2IYHM@203682|Planctomycetes	203682|Planctomycetes	I	3-hydroxyacyl-CoA dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002952	744979.R2A130_2553	1.24e-09	72.8	COG3468@1|root,COG3468@2|Bacteria,1MVQ6@1224|Proteobacteria,2UAUP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	MU	Outer membrane autotransporter	-	-	-	-	-	-	-	-	-	-	-	-	Autotransporter,Calx-beta
RMDv1_0000002953	929556.Solca_2367	6.15e-132	471.0	COG2373@1|root,COG2373@2|Bacteria	2|Bacteria	U	Large extracellular alpha-helical protein	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11,HYR,HemolysinCabind,IgGFc_binding
RMDv1_0000002954	1454007.JAUG01000098_gene1475	1.16e-14	90.5	COG1361@1|root,COG2374@1|root,COG3121@1|root,COG3209@1|root,COG1361@2|Bacteria,COG2374@2|Bacteria,COG3121@2|Bacteria,COG3209@2|Bacteria,4NG16@976|Bacteroidetes,1ITFW@117747|Sphingobacteriia	976|Bacteroidetes	M	Domains in Na-Ca exchangers and integrin-beta4	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,Calx-beta,DUF11
RMDv1_0000002955	379329.Q08J70_9CAUD	6.06e-113	414.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QNG7@10744|Podoviridae	10744|Podoviridae	S	lytic transglycosylase activity	-	GO:0008150,GO:0016032,GO:0019058,GO:0030260,GO:0039678,GO:0044403,GO:0044409,GO:0044411,GO:0044419,GO:0046718,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0051830,GO:0085027	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002956	59931.WH7805_10653	2.39e-96	360.0	COG2931@1|root,COG3210@1|root,COG4932@1|root,COG5184@1|root,COG2931@2|Bacteria,COG3210@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,1GBCU@1117|Cyanobacteria	1117|Cyanobacteria	DMQZ	amine dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind
RMDv1_0000002957	391613.RTM1035_19806	1.71e-30	142.0	COG0354@1|root,COG2931@1|root,COG3204@1|root,COG4932@1|root,COG0354@2|Bacteria,COG2931@2|Bacteria,COG3204@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria,46P2B@74030|Roseovarius	28211|Alphaproteobacteria	MQ	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	Cadherin,HemolysinCabind,Laminin_G_3,PA14
RMDv1_0000002958	143224.JQMD01000002_gene3053	2.2e-11	79.3	COG0457@1|root,COG1305@1|root,COG0457@2|Bacteria,COG1305@2|Bacteria,4NK44@976|Bacteroidetes,1HX9J@117743|Flavobacteriia	976|Bacteroidetes	E	Transglutaminase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	DUF3857,TPR_16,TPR_8,Transglut_core
RMDv1_0000002959	1246459.KB898357_gene1693	2.8e-18	102.0	COG2911@1|root,COG2931@1|root,COG4932@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2U1YP@28211|Alphaproteobacteria,4B9W3@82115|Rhizobiaceae	28211|Alphaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind,VWA_2
RMDv1_0000002960	697282.Mettu_3712	0.0	1367.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,1SMTI@1236|Gammaproteobacteria,1XF86@135618|Methylococcales	135618|Methylococcales	Q	PFAM Beta-ketoacyl synthase, N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002961	290317.Cpha266_2348	9.74e-51	209.0	COG3210@1|root,COG3468@1|root,COG3210@2|Bacteria,COG3468@2|Bacteria,1FEDM@1090|Chlorobi	1090|Chlorobi	MU	TIGRFAM outer membrane autotransporter barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002962	643867.Ftrac_1438	1.22e-89	337.0	COG4886@1|root,COG4886@2|Bacteria,4PNPJ@976|Bacteroidetes,47WC6@768503|Cytophagia	976|Bacteroidetes	S	Leucine-rich repeat (LRR) protein	-	-	-	-	-	-	-	-	-	-	-	-	CARDB
RMDv1_0000002963	391735.Veis_4997	4.81e-68	266.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002964	391735.Veis_4997	5.59e-62	246.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002965	391735.Veis_4997	2.97e-86	327.0	COG1345@1|root,COG2373@1|root,COG2911@1|root,COG1345@2|Bacteria,COG2373@2|Bacteria,COG2911@2|Bacteria,1P8N9@1224|Proteobacteria,2WHP5@28216|Betaproteobacteria,4AK09@80864|Comamonadaceae	1224|Proteobacteria	N	TIGRFAM outer membrane protein	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	Big_3_2,DUF1573,DUF5122,SWM_repeat
RMDv1_0000002966	246200.SPO3673	3.16e-41	177.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria,4NCNQ@97050|Ruegeria	28211|Alphaproteobacteria	Q	Type I secretion target repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	HemolysinCabind
RMDv1_0000002967	1242864.D187_009681	1.88e-10	76.3	COG0457@1|root,COG1305@1|root,COG0457@2|Bacteria,COG1305@2|Bacteria,1R5BE@1224|Proteobacteria,4339F@68525|delta/epsilon subdivisions,2WYFR@28221|Deltaproteobacteria,2YTXM@29|Myxococcales	28221|Deltaproteobacteria	E	Domain of Unknown Function with PDB structure (DUF3857)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3857,DUF3858,TPR_16,TPR_19,TPR_8,Transglut_core
RMDv1_0000002968	1229909.NSED_01605	4.61e-16	90.5	arCOG08038@1|root,arCOG10597@1|root,arCOG08038@2157|Archaea,arCOG10597@2157|Archaea,41SZN@651137|Thaumarchaeota	651137|Thaumarchaeota	O	serine-type endopeptidase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002969	426117.M446_0172	0.0	1281.0	COG3321@1|root,COG3321@2|Bacteria,1R89Z@1224|Proteobacteria,2UR2U@28211|Alphaproteobacteria,1JS6P@119045|Methylobacteriaceae	28211|Alphaproteobacteria	CQ	PFAM short-chain dehydrogenase reductase SDR	-	-	-	ko:K12436	-	-	-	-	ko00000,ko01004	-	-	-	ADH_zinc_N_2,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,ketoacyl-synt
RMDv1_0000002970	869213.JCM21142_83275	8.02e-243	824.0	COG1345@1|root,COG1520@1|root,COG3291@1|root,COG1345@2|Bacteria,COG1520@2|Bacteria,COG3291@2|Bacteria,4NJRF@976|Bacteroidetes,47PMY@768503|Cytophagia	976|Bacteroidetes	M	domain protein	-	-	-	-	-	-	-	-	-	-	-	-	CHU_C,PKD
RMDv1_0000002971	485916.Dtox_2869	3.64e-96	358.0	COG2351@1|root,COG3409@1|root,COG2351@2|Bacteria,COG3409@2|Bacteria	2|Bacteria	M	Peptidoglycan-binding domain 1 protein	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_2,LysM,PG_binding_1,Phage_lysozyme,VRP1
RMDv1_0000002972	1279017.AQYJ01000029_gene3464	0.0	1294.0	COG3209@1|root,COG3209@2|Bacteria,1MVV1@1224|Proteobacteria,1RMPT@1236|Gammaproteobacteria,464DD@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	COG3209 Rhs family protein	-	-	-	-	-	-	-	-	-	-	-	-	RHS_repeat,SpvB,TcdB_toxin_midN,VCBS
RMDv1_0000002973	316275.VSAL_II0020	1.76e-38	169.0	COG2304@1|root,COG2304@2|Bacteria,1QU09@1224|Proteobacteria,1T39R@1236|Gammaproteobacteria,1Y34S@135623|Vibrionales	135623|Vibrionales	UW	folic acid binding	-	-	-	-	-	-	-	-	-	-	-	-	-
RMDv1_0000002974	1242864.D187_009681	1.1e-10	77.0	COG0457@1|root,COG1305@1|root,COG0457@2|Bacteria,COG1305@2|Bacteria,1R5BE@1224|Proteobacteria,4339F@68525|delta/epsilon subdivisions,2WYFR@28221|Deltaproteobacteria,2YTXM@29|Myxococcales	28221|Deltaproteobacteria	E	Domain of Unknown Function with PDB structure (DUF3857)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3857,DUF3858,TPR_16,TPR_19,TPR_8,Transglut_core
RMDv1_0000002975	1242864.D187_009681	6.26e-09	71.2	COG0457@1|root,COG1305@1|root,COG0457@2|Bacteria,COG1305@2|Bacteria,1R5BE@1224|Proteobacteria,4339F@68525|delta/epsilon subdivisions,2WYFR@28221|Deltaproteobacteria,2YTXM@29|Myxococcales	28221|Deltaproteobacteria	E	Domain of Unknown Function with PDB structure (DUF3857)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3857,DUF3858,TPR_16,TPR_19,TPR_8,Transglut_core
RMDv1_0000002976	1210884.HG799466_gene12369	2.77e-09	72.4	COG0457@1|root,COG2010@1|root,COG2133@1|root,COG0457@2|Bacteria,COG2010@2|Bacteria,COG2133@2|Bacteria,2IXKV@203682|Planctomycetes	203682|Planctomycetes	C	Membrane-bound dehydrogenase domain	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C
RMDv1_0000002977	1469245.JFBG01000023_gene1286	2.35e-52	214.0	COG1404@1|root,COG2133@1|root,COG1404@2|Bacteria,COG2133@2|Bacteria,1RCVP@1224|Proteobacteria	1224|Proteobacteria	O	pyrroloquinoline quinone binding	-	-	-	-	-	-	-	-	-	-	-	-	Calx-beta
RMDv1_0000002978	1246459.KB898357_gene1693	1.02e-15	94.0	COG2911@1|root,COG2931@1|root,COG4932@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG4932@2|Bacteria,1MU7T@1224|Proteobacteria,2U1YP@28211|Alphaproteobacteria,4B9W3@82115|Rhizobiaceae	28211|Alphaproteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	He_PIG,HemolysinCabind,VWA_2
RMDv1_0000002979	755732.Fluta_3935	0.0	1139.0	COG1572@1|root,COG1572@2|Bacteria,4PMCS@976|Bacteroidetes,1I8GH@117743|Flavobacteriia	976|Bacteroidetes	S	Concanavalin A-like lectin/glucanases superfamily	-	-	-	-	-	-	-	-	-	-	-	-	FlgD_ig,Laminin_G_3
